total_rarity,rarity_rank,name,description,image,token ID,BACKGROUND,TENNISBALL,BODY,OUTLINE,RACKET,TATTOO,TSHIRT,WATCH,WRISTBAND,HAIRCUT,GLASSES,EARRINGS,PLAYER TYPE,MUTATION,BORDER,SIGNATURE,POSE,TECHNIQUE,MINDSET,POWER,TACTICS,CONDITIONING,LUCK,Tactics boost,Power boost,Conditioning boost,Technique boost,Mindset boost,MOMENT,animation_url
860.3820173210656,51.0,Ballman #4004,Stan the Ballman collection,https://arts.ballmanproject.io/4790.png,4003,Pink Gradient 3,purple,01,black,none,none,blue,blue,blue,ds_sideslick_ginger,none,none,All-court Player,none,metalblue,none,TROPHY,50,52,45,56,47,50,none,none,none,none,none,none,none
859.2151597572014,52.0,Ballman #3122,Stan the Ballman collection,https://arts.ballmanproject.io/1888.png,3121,Red Stan 2,blue,red,white,green,none,green,red,yellow,jme_curlyheadband_brown,none,none,Counterpuncher,none,metalblue,none,BLINK,46,50,47,50,57,50,none,none,none,none,none,none,none
857.052392312429,53.0,Ballman #4386,Stan the Ballman collection,https://arts.ballmanproject.io/4808.png,4385,Deep Blue 2,yellow,06,black,none,none,yellow,red,blue,ds_sideslick_ginger,white,none,All-court Player,none,grass,none,TROPHY,49,53,45,56,47,50,none,none,none,none,none,none,none
851.6583234554759,54.0,Ballman #1845,Stan the Ballman collection,https://arts.ballmanproject.io/4736.png,1844,Victory Green 3,red,06,white,none,none,blue,black,white,ds_sideslick_ginger,none,none,All-court Player,none,metalblue,full black,TROPHY,49,53,45,56,47,50,none,none,none,none,none,none,none
845.4333350347147,55.0,Ballman #4640,Stan the Ballman collection,https://arts.ballmanproject.io/4789.png,4639,Radiant Green 3,lgbtq,04,white,none,none,green,white,pink,bp_beard_ginger,black,none,Aggressive Baseliner,Quick neuron,orange,full white,TROPHY,55,50,55,45,45,50,5.0,none,none,none,none,none,none
842.6759094008694,56.0,Ballman #360,Stan the Ballman collection,https://arts.ballmanproject.io/4792.png,359,Victory Red 3,black,03,black,none,none,black,red,blue,ds_sideslick_ginger,none,none,Serve-and-Volleyer,none,copper,sw white,TROPHY,56,50,53,51,40,50,none,none,none,none,none,none,none
842.4093708552635,57.0,Ballman #5744,Stan the Ballman collection,https://arts.ballmanproject.io/1924.png,5743,Victory Red 3,pink,03,white,yellow,none,green,blue,green,jc_helmet_blond,brown,none,Pusher,none,blue,full gold,BLINK,48,50,44,51,57,50,none,none,none,none,none,none,none
839.4743508905124,58.0,Ballman #2065,Stan the Ballman collection,https://arts.ballmanproject.io/4729.png,2064,Victory Purple 3,green,05,white,none,sleeve,blue,pink,white,ds_sideslick_ginger,white,none,All-court Player,none,red,none,TROPHY,50,52,45,56,47,50,none,none,none,none,none,none,none
836.610141771797,59.0,Ballman #2484,Stan the Ballman collection,https://arts.ballmanproject.io/1826.png,2483,Radiant Yellow 3,white,red,black,green,none,pink,green,red,jme_curlyheadband_brown,none,none,Pusher,none,green,none,BLINK,48,50,44,51,57,50,none,none,none,none,none,none,none
833.7532726168046,60.0,Ballman #136,Stan the Ballman collection,https://arts.ballmanproject.io/1874.png,135,Radiant Purple 3,black,05,black,yellow,none,green,yellow,red,jme_curlyheadband_brown,white,none,Pusher,none,black,full black,BLINK,46,51,44,53,57,50,none,none,none,none,none,none,none
833.1778060225906,61.0,Ballman #2495,Stan the Ballman collection,https://arts.ballmanproject.io/4717.png,2494,Blue Stan 2,purple,05,white,none,none,blue,blue,white,bp_beard_ginger,brown,none,Aggressive Baseliner,none,green,sw white,TROPHY,55,49,55,44,47,50,none,none,none,none,none,none,none
830.7109348880948,62.0,Ballman #670,Stan the Ballman collection,https://arts.ballmanproject.io/4741.png,669,Radiant Yellow 1,white,05,white,none,sleeve,green,green,black,ds_sideslick_brown,none,none,Pusher,Stan's punch,gold,none,TROPHY,48,50,44,51,57,50,none,5.0,none,none,none,none,none
830.6706308866871,63.0,Ballman #4902,Stan the Ballman collection,https://arts.ballmanproject.io/4754.png,4901,Deep Blue 2,white,06,black,none,none,yellow,red,white,bp_beard_ginger,white,none,All-court Player,Cardio+,pink,full white,TROPHY,49,52,46,57,46,50,none,none,5.0,none,none,none,none
829.9766412134533,64.0,Ballman #4848,Stan the Ballman collection,https://arts.ballmanproject.io/1868.png,4847,Deep Blue 1,purple,04,white,blue,none,blue,pink,yellow,jme_curlyheadband_brown,black,none,Pusher,none,pink,sw white,BLINK,46,50,43,52,58,50,none,none,none,none,none,none,none
829.0142730046197,65.0,Ballman #1268,Stan the Ballman collection,https://arts.ballmanproject.io/4784.png,1267,Radiant Green 2,pink,04,white,none,normal,yellow,pink,black,ds_sideslick_ginger,none,none,Serve-and-Volleyer,none,red,none,TROPHY,56,49,53,52,40,50,none,none,none,none,none,none,none
827.1671669802336,66.0,Ballman #87,Stan the Ballman collection,https://arts.ballmanproject.io/4764.png,86,Pink Gradient 2,yellow,05,black,none,none,red,pink,black,ds_sideslick_brown,none,none,All-court Player,Stan's punch,metalred,none,TROPHY,49,53,45,56,47,50,none,5.0,none,none,none,none,none
826.3407224703586,67.0,Ballman #5655,Stan the Ballman collection,https://arts.ballmanproject.io/4737.png,5654,Radiant Green 2,purple,05,white,none,none,pink,red,green,ds_sideslick_ginger,none,none,Pusher,none,blue,none,TROPHY,46,51,44,53,57,50,none,none,none,none,none,none,none
823.7964215755298,68.0,Ballman #3906,Stan the Ballman collection,https://arts.ballmanproject.io/4797.png,3905,Radiant Green 2,white,05,white,none,none,green,green,blue,ds_sideslick_ginger,none,none,Serve-and-Volleyer,none,red,full white,TROPHY,56,50,53,51,40,50,none,none,none,none,none,none,none
821.8034400643097,69.0,Ballman #3815,Stan the Ballman collection,https://arts.ballmanproject.io/1806.png,3814,Pink Gradient 2,purple,03,white,black,none,black,pink,yellow,jme_curlyheadband_brown,none,none,Serve-and-Volleyer,none,black,none,BLINK,56,49,54,50,41,50,none,none,none,none,none,none,none
820.3125294383734,70.0,Ballman #3711,Stan the Ballman collection,https://arts.ballmanproject.io/1858.png,3710,Radiant Purple 2,pink,03,black,yellow,sleeve,white,pink,green,jme_curlyheadband_brown,none,none,Counterpuncher,none,green,none,BLINK,47,50,46,50,57,50,none,none,none,none,none,none,none
818.1594730710409,71.0,Ballman #3177,Stan the Ballman collection,https://arts.ballmanproject.io/4804.png,3176,Radiant Purple 2,gold,blue,white,none,sleeve,white,pink,yellow,bp_beard_brown,none,none,Pusher,none,white,sw gold,TROPHY,46,51,44,53,57,50,none,none,none,none,none,none,none
818.1154824206217,72.0,Ballman #2369,Stan the Ballman collection,https://arts.ballmanproject.io/1857.png,2368,Blue Stan 3,red,06,white,yellow,none,black,black,blue,jme_curlyheadband_brown,none,none,Serve-and-Volleyer,none,pink,sw white,BLINK,56,50,53,51,40,50,none,none,none,none,none,none,none
816.4417614424221,73.0,Ballman #1540,Stan the Ballman collection,https://arts.ballmanproject.io/4799.png,1539,Victory Green 1,bronze,04,black,none,sleeve,blue,red,white,bp_beard_ginger,none,none,Serve-and-Volleyer,Cardio+,pink,none,TROPHY,56,50,53,51,41,50,none,none,5.0,none,none,none,none
814.5484859536858,74.0,Ballman #1578,Stan the Ballman collection,https://arts.ballmanproject.io/4762.png,1577,Radiant Blue 2,purple,03,white,none,normal,green,green,white,ds_sideslick_brown,white,none,Pusher,none,gold,sw white,TROPHY,46,50,43,52,58,50,none,none,none,none,none,none,none
812.3148702841391,75.0,Ballman #3857,Stan the Ballman collection,https://arts.ballmanproject.io/4760.png,3856,Blue Stan 3,red,04,white,none,sleeve,pink,red,green,bp_beard_ginger,none,none,Pusher,none,quick,full black,TROPHY,48,50,44,51,57,50,none,none,none,none,none,none,none
807.0041385287968,76.0,Ballman #3470,Stan the Ballman collection,https://arts.ballmanproject.io/4776.png,3469,Deep Blue 3,bronze,06,black,none,none,white,yellow,black,ds_sideslick_brown,none,none,Pusher,none,gold,sw white,TROPHY,46,51,44,53,57,50,none,none,none,none,none,none,none
805.7684090312348,77.0,Ballman #3382,Stan the Ballman collection,https://arts.ballmanproject.io/4806.png,3381,Victory Purple 2,white,06,black,none,none,white,pink,black,bp_beard_ginger,white,none,Aggressive Baseliner,none,metalpink,none,TROPHY,55,50,55,45,45,50,none,none,none,none,none,none,none
803.4357492550855,78.0,Ballman #5083,Stan the Ballman collection,https://arts.ballmanproject.io/4785.png,5082,Radiant Blue 3,black,06,white,none,none,black,red,black,ds_sideslick_brown,none,none,Aggressive Baseliner,none,metal,sw black,TROPHY,55,50,55,45,45,50,none,none,none,none,none,none,none
802.9436104742887,79.0,Ballman #2714,Stan the Ballman collection,https://arts.ballmanproject.io/4746.png,2713,Radiant Green 1,bronze,red,black,none,none,white,pink,red,bp_beard_ginger,white,none,Pusher,none,white,none,TROPHY,48,50,44,51,57,50,none,none,none,none,none,none,none
802.8213507791043,80.0,Ballman #1380,Stan the Ballman collection,https://arts.ballmanproject.io/4755.png,1379,Radiant Yellow 3,orange,04,white,none,none,white,green,green,gk_curlyhair_ginger,brown,none,Serve-and-Volleyer,none,metal,full black,TROPHY,56,50,53,51,40,50,none,none,none,none,none,none,none
802.0747218371433,81.0,Ballman #1017,Stan the Ballman collection,https://arts.ballmanproject.io/4738.png,1016,Deep Blue 3,blue,06,black,none,normal,yellow,blue,red,bp_beard_ginger,white,none,Serve-and-Volleyer,none,paillettes,none,TROPHY,56,49,54,50,41,50,none,none,none,none,none,none,none
799.1000636528853,82.0,Ballman #1773,Stan the Ballman collection,https://arts.ballmanproject.io/4724.png,1772,Victory Red 1,green,06,white,none,sleeve,pink,pink,blue,ds_sideslick_brown,black,none,Counterpuncher,none,quick,none,TROPHY,46,49,46,50,59,50,none,none,none,none,none,none,none
797.5567328429365,83.0,Ballman #3963,Stan the Ballman collection,https://arts.ballmanproject.io/4756.png,3962,Victory Yellow 3,white,03,white,none,none,yellow,red,white,ds_sideslick_brown,none,none,Aggressive Baseliner,none,metalgreen,none,TROPHY,55,49,55,44,47,50,none,none,none,none,none,none,none
797.3531179473404,84.0,Ballman #3056,Stan the Ballman collection,https://arts.ballmanproject.io/1800.png,3055,Victory Red 3,yellow,06,black,red,none,white,green,yellow,jme_curlyheadband_ginger,none,none,All-court Player,Quick neuron,orange,sw white,BLINK,49,53,45,56,47,50,5.0,none,none,none,none,none,none
795.8924960890582,85.0,Ballman #3371,Stan the Ballman collection,https://arts.ballmanproject.io/1909.png,3370,Radiant Purple 1,orange,01,black,red,none,white,green,yellow,jme_curlyheadband_ginger,none,none,Counterpuncher,none,metalblue,sw black,BLINK,46,49,46,50,59,50,none,none,none,none,none,none,none
790.215464927043,86.0,Ballman #2528,Stan the Ballman collection,https://arts.ballmanproject.io/1852.png,2527,Blue Stan 3,black,red,white,black,none,black,white,white,jme_curlyheadband_ginger,white,none,Counterpuncher,none,green,none,BLINK,46,49,46,50,59,50,none,none,none,none,none,none,none
787.331617714976,87.0,Ballman #5661,Stan the Ballman collection,https://arts.ballmanproject.io/1861.png,5660,Holographic 3,white,04,white,green,none,red,white,red,jme_curlyheadband_ginger,none,none,Serve-and-Volleyer,Quick neuron,blue,full white,BLINK,56,49,53,52,40,50,5.0,none,none,none,none,none,none
786.9571680239421,88.0,Ballman #1790,Stan the Ballman collection,https://arts.ballmanproject.io/4807.png,1789,Radiant Green 1,silver,03,white,none,none,green,pink,black,bp_beard_ginger,none,none,Pusher,none,white,none,TROPHY,48,50,44,51,57,50,none,none,none,none,none,none,none
785.5241238993807,89.0,Ballman #2678,Stan the Ballman collection,https://arts.ballmanproject.io/4781.png,2677,Victory Red 1,orange,02,black,none,sleeve,red,white,white,ds_sideslick_brown,none,none,Serve-and-Volleyer,none,blue,sw white,TROPHY,56,50,53,51,40,50,none,none,none,none,none,none,none
785.4317295160533,90.0,Ballman #2208,Stan the Ballman collection,https://arts.ballmanproject.io/4771.png,2207,Victory Green 2,red,05,white,none,none,green,blue,white,gk_curlyhair_ginger,white,none,Pusher,Killer mindset,paillettes,sw white,TROPHY,46,51,44,53,57,50,none,none,none,none,5.0,none,none
784.2882713255974,91.0,Ballman #1261,Stan the Ballman collection,https://arts.ballmanproject.io/1880.png,1260,Deep Blue 1,green,06,black,yellow,normal,white,white,red,jme_curlyheadband_ginger,none,none,All-court Player,none,green,none,BLINK,49,52,46,57,46,50,none,none,none,none,none,none,none
783.5830190697703,92.0,Ballman #4976,Stan the Ballman collection,https://arts.ballmanproject.io/4770.png,4975,Radiant Green 2,white,05,black,none,none,pink,yellow,red,bp_beard_ginger,none,none,Counterpuncher,none,metalpink,none,TROPHY,46,50,47,50,57,50,none,none,none,none,none,none,none
